UDI,Product ID,Type,air_temp,process_temp,rotation_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,air_temp_lag_1,process_temp_lag_1,rotation_speed_lag_1,torque_lag_1,tool_wear_lag_1,air_temp_lag_2,process_temp_lag_2,rotation_speed_lag_2,torque_lag_2,tool_wear_lag_2,air_temp_roll_mean_3,rotation_speed_roll_std_3
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,M01,2025-06-21 04:00:00,302.0,310.5,1809.0,27.1,175.0,301.9,310.5,1425.0,51.1,173.0,301.93333333333334,249.14319844887103
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,M01,2025-06-21 05:00:00,301.9,310.5,1892.0,21.8,177.0,302.0,310.5,1809.0,27.1,175.0,301.93333333333334,220.73136010393608
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,M01,2025-06-21 06:00:00,301.9,310.6,1475.0,47.8,179.0,301.9,310.5,1892.0,21.8,177.0,301.93333333333334,279.5371173923065
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,M01,2025-06-21 07:00:00,302.0,310.6,1361.0,46.7,182.0,301.9,310.6,1475.0,47.8,179.0,301.96666666666664,101.27849393298418
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,M01,2025-06-21 08:00:00,302.0,310.6,1563.0,41.0,184.0,302.0,310.6,1361.0,46.7,182.0,301.96666666666664,101.16488191726175
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,M01,2025-06-21 09:00:00,301.9,310.5,1472.0,39.7,187.0,302.0,310.6,1563.0,41.0,184.0,301.96666666666664,120.09301950293994
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,M01,2025-06-21 10:00:00,302.0,310.6,1325.0,55.3,192.0,301.9,310.5,1472.0,39.7,187.0,301.96666666666664,77.12976079309578
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,M01,2025-06-21 11:00:00,302.0,310.6,1358.0,53.1,194.0,302.0,310.6,1325.0,55.3,192.0,302.0,16.703293088495293
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,M01,2025-06-21 12:00:00,302.0,310.6,1346.0,54.7,196.0,302.0,310.6,1358.0,53.1,194.0,302.0,17.785762095943678
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,M01,2025-06-21 13:00:00,302.0,310.5,1381.0,58.4,201.0,302.0,310.6,1346.0,54.7,196.0,301.96666666666664,22.14347157366043
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,M01,2025-06-21 14:00:00,301.9,310.5,1340.0,55.7,204.0,302.0,310.5,1381.0,58.4,201.0,301.96666666666664,20.744477176673005
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,M01,2025-06-21 15:00:00,302.0,310.6,1366.0,47.7,206.0,301.9,310.5,1340.0,55.7,204.0,302.0,20.744477176673005
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,M01,2025-06-21 16:00:00,302.1,310.7,1325.0,45.1,208.0,302.0,310.6,1366.0,47.7,206.0,302.06666666666666,27.024680078282255
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,M01,2025-06-21 17:00:00,302.1,310.7,1376.0,46.3,210.0,302.1,310.7,1325.0,45.1,208.0,302.1,26.66458325195001
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,M01,2025-06-21 18:00:00,302.1,310.7,1364.0,47.8,213.0,302.1,310.7,1376.0,46.3,210.0,302.1333333333334,53.45403009440451
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,M01,2025-06-21 19:00:00,302.2,310.6,1462.0,43.6,0.0,302.1,310.7,1364.0,47.8,213.0,302.1333333333334,77.50053763254483
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,M01,2025-06-21 20:00:00,302.1,310.6,1517.0,38.9,2.0,302.2,310.6,1462.0,43.6,0.0,302.1333333333334,66.30485150676002
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,M01,2025-06-21 21:00:00,302.1,310.6,1385.0,53.6,5.0,302.1,310.6,1517.0,38.9,2.0,302.1,66.36264009214946
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,M01,2025-06-21 22:00:00,302.1,310.6,1439.0,40.0,7.0,302.1,310.6,1385.0,53.6,5.0,302.06666666666666,124.77713465749045
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,M01,2025-06-21 23:00:00,302.0,310.6,1623.0,34.3,9.0,302.1,310.6,1439.0,40.0,7.0,302.0333333333333,106.52229813518001
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,M01,2025-06-22 00:00:00,302.0,310.6,1438.0,43.2,12.0,302.0,310.6,1623.0,34.3,9.0,301.9666666666667,138.05192259919275
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,M01,2025-06-22 01:00:00,301.9,310.4,1708.0,24.8,17.0,302.0,310.6,1438.0,43.2,12.0,301.90000000000003,145.2859249893126
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,M01,2025-06-22 02:00:00,301.8,310.3,1666.0,32.7,19.0,301.9,310.4,1708.0,24.8,17.0,301.8666666666667,232.46791893363155
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,M01,2025-06-22 03:00:00,301.9,310.4,1286.0,62.8,22.0,301.8,310.3,1666.0,32.7,19.0,301.8666666666667,190.0710393510809
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,M01,2025-06-22 04:00:00,301.9,310.3,1485.0,46.3,24.0,301.9,310.4,1286.0,62.8,22.0,301.8666666666666,100.420781381811
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,M01,2025-06-22 05:00:00,301.8,310.3,1409.0,52.5,26.0,301.9,310.3,1485.0,46.3,24.0,301.8333333333333,187.48866632412785
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,M01,2025-06-22 06:00:00,301.8,310.3,1765.0,27.3,29.0,301.8,310.3,1409.0,52.5,26.0,301.8,187.30812404520387
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,M01,2025-06-22 07:00:00,301.8,310.3,1688.0,28.8,31.0,301.8,310.3,1765.0,27.3,29.0,301.7666666666667,51.983971888780005
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,M01,2025-06-22 08:00:00,301.7,310.3,1787.0,26.7,33.0,301.8,310.3,1688.0,28.8,31.0,301.73333333333335,152.86268347768902
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,M01,2025-06-22 09:00:00,301.7,310.1,1487.0,48.0,36.0,301.7,310.3,1787.0,26.7,33.0,301.7,209.37128106149964
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,M01,2025-06-22 10:00:00,301.7,310.1,1384.0,50.5,38.0,301.7,310.1,1487.0,48.0,36.0,301.7,88.42510955605404
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,M01,2025-06-22 11:00:00,301.7,310.2,1311.0,57.4,40.0,301.7,310.1,1384.0,50.5,38.0,301.7,161.50644981960784
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,M01,2025-06-22 12:00:00,301.7,310.2,1620.0,30.8,42.0,301.7,310.2,1311.0,57.4,40.0,301.7,172.91712851343996
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,M01,2025-06-22 13:00:00,301.7,310.2,1331.0,61.2,47.0,301.7,310.2,1620.0,30.8,42.0,301.7,144.7100549374513
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,M01,2025-06-22 14:00:00,301.7,310.1,1462.0,38.3,49.0,301.7,310.2,1331.0,61.2,47.0,301.7,67.3968347426903
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,M01,2025-06-22 15:00:00,301.7,310.1,1424.0,50.2,54.0,301.7,310.1,1462.0,38.3,49.0,301.7,38.000000000002224
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,M01,2025-06-22 16:00:00,301.7,310.1,1500.0,39.6,56.0,301.7,310.1,1424.0,50.2,54.0,301.73333333333335,163.81697103780232
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,M01,2025-06-22 17:00:00,301.8,310.1,1738.0,28.0,58.0,301.7,310.1,1500.0,39.6,56.0,301.76666666666665,148.54741106237262
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,M01,2025-06-22 18:00:00,301.8,310.3,1465.0,46.5,60.0,301.8,310.1,1738.0,28.0,58.0,301.8,152.9455240709368
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,M01,2025-06-22 19:00:00,301.8,310.3,1482.0,41.4,63.0,301.8,310.3,1465.0,46.5,60.0,301.8333333333333,44.41095960833898
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,M01,2025-06-22 20:00:00,301.9,310.3,1398.0,44.0,65.0,301.8,310.3,1482.0,41.4,63.0,301.8666666666666,310.0086020311913
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,M01,2025-06-22 21:00:00,301.9,310.3,1972.0,21.3,67.0,301.9,310.3,1398.0,44.0,65.0,301.9,290.8785542685015
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,M01,2025-06-22 22:00:00,301.9,310.4,1603.0,37.6,69.0,301.9,310.3,1972.0,21.3,67.0,301.9,211.0505468681224
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,M01,2025-06-22 23:00:00,301.9,310.4,1610.0,34.8,71.0,301.9,310.4,1603.0,37.6,69.0,301.9,134.85671408325777
4153,M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,M01,2025-06-23 00:00:00,301.9,310.4,1373.0,48.0,73.0,301.9,310.4,1610.0,34.8,71.0,301.93333333333334,124.56457495344948
4154,M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,M01,2025-06-23 01:00:00,302.0,310.5,1425.0,44.7,76.0,301.9,310.4,1373.0,48.0,73.0,301.9666666666667,111.05103931676432
4155,M19014,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,M01,2025-06-23 02:00:00,302.0,310.4,1212.0,55.6,79.0,302.0,310.5,1425.0,44.7,76.0,302.0,312.8455422941704
4156,L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,M01,2025-06-23 03:00:00,302.0,310.4,1828.0,26.3,82.0,302.0,310.4,1212.0,55.6,79.0,302.0,319.9437450552835
4157,M19016,M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,M01,2025-06-23 04:00:00,302.0,310.5,1370.0,44.4,85.0,302.0,310.4,1828.0,26.3,82.0,302.0,262.9949302426447
4158,L51337,L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,M01,2025-06-23 05:00:00,302.0,310.5,1823.0,25.1,87.0,302.0,310.5,1370.0,44.4,85.0,302.0,297.28157247521
4159,L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,M01,2025-06-23 06:00:00,302.0,310.5,1263.0,60.6,90.0,302.0,310.5,1823.0,25.1,87.0,301.96666666666664,343.95542346841046
4160,M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,M01,2025-06-23 07:00:00,301.9,310.4,1889.0,21.5,92.0,302.0,310.5,1263.0,60.6,90.0,301.96666666666664,315.1063312597832
4161,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,M01,2025-06-23 08:00:00,302.0,310.5,1639.0,32.9,94.0,301.9,310.4,1889.0,21.5,92.0,301.96666666666664,154.06816673148356
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,M01,2025-06-23 09:00:00,302.0,310.4,1608.0,33.1,97.0,302.0,310.5,1639.0,32.9,94.0,301.9666666666667,23.028967265892597
4163,L51342,L,302.0,310.4,1591,29.8,105,0,0,0,0,0,0,M01,2025-06-23 10:00:00,301.9,310.3,1653.0,32.4,100.0,302.0,310.4,1608.0,33.1,97.0,301.9666666666667,32.03643758805824
4164,L51343,L,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,M01,2025-06-23 11:00:00,302.0,310.4,1591.0,29.8,105.0,301.9,310.3,1653.0,32.4,100.0,302.0,52.785730394999256
4165,L51344,L,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,M01,2025-06-23 12:00:00,302.1,310.5,1696.0,30.9,107.0,302.0,310.4,1591.0,29.8,105.0,302.09999999999997,179.6060503806415
4166,M19025,M,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,M01,2025-06-23 13:00:00,302.2,310.6,1346.0,47.5,109.0,302.1,310.5,1696.0,30.9,107.0,302.1666666666667,175.1865672171629
4167,H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,M01,2025-06-23 14:00:00,302.2,310.5,1507.0,40.4,111.0,302.2,310.6,1346.0,47.5,109.0,302.23333333333335,98.56131763188603
4168,M19027,M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,M01,2025-06-23 15:00:00,302.3,310.6,1525.0,48.7,114.0,302.2,310.5,1507.0,40.4,111.0,302.26666666666665,26.407069760454966
4169,L51348,L,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,M01,2025-06-23 16:00:00,302.3,310.7,1559.0,33.9,119.0,302.3,310.6,1525.0,48.7,114.0,302.26666666666665,54.67174773134843
4170,L51349,L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,M01,2025-06-23 17:00:00,302.2,310.6,1632.0,30.5,122.0,302.3,310.7,1559.0,33.9,119.0,302.2,42.14656965084507
4171,M19030,M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,M01,2025-06-23 18:00:00,302.1,310.5,1559.0,36.0,124.0,302.2,310.6,1632.0,30.5,122.0,302.1666666666667,143.56995971767049
4172,M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,M01,2025-06-23 19:00:00,302.2,310.6,1355.0,51.5,126.0,302.1,310.5,1559.0,36.0,124.0,302.1666666666667,239.33031567271246
4173,L51352,L,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,M01,2025-06-23 20:00:00,302.2,310.5,1832.0,23.7,129.0,302.2,310.6,1355.0,51.5,126.0,302.2,266.8976083319847
4174,M19033,M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,M01,2025-06-23 21:00:00,302.2,310.6,1386.0,50.0,132.0,302.2,310.5,1832.0,23.7,129.0,302.2,269.78757075397954
4175,L51354,L,302.3,310.7,1499,37.8,137,0,0,0,0,0,0,M01,2025-06-23 22:00:00,302.2,310.6,1346.0,49.2,134.0,302.2,310.6,1386.0,50.0,132.0,302.23333333333335,79.34943814125906
4176,L51355,L,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,M01,2025-06-23 23:00:00,302.3,310.7,1499.0,37.8,137.0,302.2,310.6,1346.0,49.2,134.0,302.26666666666665,133.50031210949842
4177,M19036,M,302.3,310.7,1544,39.7,141,0,0,0,0,0,0,M01,2025-06-24 00:00:00,302.3,310.7,1612.0,33.4,139.0,302.3,310.7,1499.0,37.8,137.0,302.3,56.888780381842295
4178,L51357,L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,M01,2025-06-24 01:00:00,302.3,310.7,1544.0,39.7,141.0,302.3,310.7,1612.0,33.4,139.0,302.36666666666673,67.5006172811292
4179,L51358,L,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,M01,2025-06-24 02:00:00,302.5,310.9,1477.0,39.2,144.0,302.3,310.7,1544.0,39.7,141.0,302.43333333333334,73.59574263049105
4180,L51359,L,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,M01,2025-06-24 03:00:00,302.5,310.9,1624.0,34.4,146.0,302.5,310.9,1477.0,39.2,144.0,302.4666666666667,137.60935045749423
4181,L51360,L,302.4,310.8,1686,28.8,150,0,0,0,0,0,0,M01,2025-06-24 04:00:00,302.4,310.9,1349.0,46.1,148.0,302.5,310.9,1624.0,34.4,146.0,302.43333333333334,179.36833611315052
4182,M19041,M,302.4,310.7,1521,40.4,152,0,0,0,0,0,0,M01,2025-06-24 05:00:00,302.4,310.8,1686.0,28.8,150.0,302.4,310.9,1349.0,46.1,148.0,302.4,168.51211628050214
4183,L51362,L,302.4,310.7,1362,54.8,155,1,0,1,0,0,0,M01,2025-06-24 06:00:00,302.4,310.7,1521.0,40.4,152.0,302.4,310.8,1686.0,28.8,150.0,302.4,162.00925899466404
4184,L51363,L,302.3,310.7,1402,50.9,157,0,0,0,0,0,0,M01,2025-06-24 07:00:00,302.4,310.7,1362.0,54.8,155.0,302.4,310.7,1521.0,40.4,152.0,302.3666666666667,82.70630769979675
4185,L51364,L,302.2,310.6,1334,53.2,159,1,0,1,0,0,0,M01,2025-06-24 08:00:00,302.3,310.7,1402.0,50.9,157.0,302.4,310.7,1362.0,54.8,155.0,302.3,34.1760149812719
4186,L51365,L,302.2,310.6,1348,48.4,161,1,0,1,0,0,0,M01,2025-06-24 09:00:00,302.2,310.6,1334.0,53.2,159.0,302.3,310.7,1402.0,50.9,157.0,302.2333333333333,35.90728802532229
4187,M19046,M,302.2,310.6,1570,34.6,163,0,0,0,0,0,0,M01,2025-06-24 10:00:00,302.2,310.6,1348.0,48.4,161.0,302.2,310.6,1334.0,53.2,159.0,302.2,132.39838871124323
4188,M19047,M,302.2,310.7,1601,33.0,166,0,0,0,0,0,0,M01,2025-06-24 11:00:00,302.2,310.6,1570.0,34.6,163.0,302.2,310.6,1348.0,48.4,161.0,302.2,137.99396122053122
4189,M19048,M,302.3,310.8,1611,31.8,169,0,0,0,0,0,0,M01,2025-06-24 12:00:00,302.2,310.7,1601.0,33.0,166.0,302.2,310.6,1570.0,34.6,163.0,302.23333333333335,21.377558326435352
4190,L51369,L,302.4,310.9,1560,31.8,172,0,0,0,0,0,0,M01,2025-06-24 13:00:00,302.3,310.8,1611.0,31.8,169.0,302.2,310.7,1601.0,33.0,166.0,302.29999999999995,27.02468007828179
4191,H33604,H,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,M01,2025-06-24 14:00:00,302.4,310.9,1560.0,31.8,172.0,302.3,310.8,1611.0,31.8,169.0,302.3666666666666,85.5823190462462
4192,L51371,L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,M01,2025-06-24 15:00:00,302.4,310.9,1444.0,40.7,174.0,302.4,310.9,1560.0,31.8,172.0,302.4,121.54148811551332
4193,M19052,M,302.5,311.0,1463,43.1,181,0,0,0,0,0,0,M01,2025-06-24 16:00:00,302.4,311.0,1317.0,59.4,179.0,302.4,310.9,1444.0,40.7,174.0,302.43333333333334,79.37883848986533
4194,L51373,L,302.4,311.1,1634,34.2,184,0,0,0,0,0,0,M01,2025-06-24 17:00:00,302.5,311.0,1463.0,43.1,181.0,302.4,311.0,1317.0,59.4,179.0,302.43333333333334,158.66421566734405
4195,L51374,L,302.4,311.0,1423,46.2,186,0,0,0,0,0,0,M01,2025-06-24 18:00:00,302.4,311.1,1634.0,34.2,184.0,302.5,311.0,1463.0,43.1,181.0,302.43333333333334,112.07289294621373
4196,L51375,L,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,M01,2025-06-24 19:00:00,302.4,311.0,1423.0,46.2,186.0,302.4,311.1,1634.0,34.2,184.0,302.43333333333334,106.09901036296307
4197,M19056,M,302.5,311.0,1563,35.6,190,0,0,0,0,0,0,M01,2025-06-24 20:00:00,302.5,311.0,1548.0,38.4,188.0,302.4,311.0,1423.0,46.2,186.0,302.4666666666667,76.86568371733567
4198,L51377,L,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,M01,2025-06-24 21:00:00,302.5,311.0,1563.0,35.6,190.0,302.5,311.0,1548.0,38.4,188.0,302.46666666666664,12.583057392124013
4199,M19058,M,302.4,311.1,1432,44.5,195,0,0,0,0,0,0,M01,2025-06-24 22:00:00,302.4,311.0,1573.0,36.5,193.0,302.5,311.0,1563.0,35.6,190.0,302.43333333333334,78.67867140040872
4200,M19059,M,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,M01,2025-06-24 23:00:00,302.4,311.1,1432.0,44.5,195.0,302.4,311.0,1573.0,36.5,193.0,302.43333333333334,105.31065156637048
4201,L51380,L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,M01,2025-06-25 00:00:00,302.5,311.1,1638.0,32.0,198.0,302.4,311.1,1432.0,44.5,195.0,302.4666666666667,105.07616285342817
4202,L51381,L,302.4,311.0,2211,15.4,203,0,0,0,0,0,0,M01,2025-06-25 01:00:00,302.5,311.1,1571.0,34.2,201.0,302.5,311.1,1638.0,32.0,198.0,302.46666666666664,351.76175649625907
4203,L51382,L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,M01,2025-06-25 02:00:00,302.4,311.0,2211.0,15.4,203.0,302.5,311.1,1571.0,34.2,201.0,302.43333333333334,374.2084980328481
4204,M19063,M,302.3,310.9,1558,31.9,207,0,0,0,0,0,0,M01,2025-06-25 03:00:00,302.4,311.0,1555.0,40.6,205.0,302.4,311.0,2211.0,15.4,203.0,302.3666666666666,377.8787283419556
4205,M19064,M,302.3,310.9,1523,43.2,210,0,0,0,0,0,0,M01,2025-06-25 04:00:00,302.3,310.9,1558.0,31.9,207.0,302.4,311.0,1555.0,40.6,205.0,302.3333333333333,19.399312702605666
4206,L51385,L,302.3,310.8,1723,26.3,213,0,0,0,0,0,0,M01,2025-06-25 05:00:00,302.3,310.9,1523.0,43.2,210.0,302.3,310.9,1558.0,31.9,207.0,302.3,106.80979980008146
4207,M19066,M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0,M01,2025-06-25 06:00:00,302.3,310.8,1723.0,26.3,213.0,302.3,310.9,1523.0,43.2,210.0,302.3,114.89705537277047
4208,M19067,M,302.3,310.9,1710,30.4,218,1,1,0,0,0,0,M01,2025-06-25 07:00:00,302.3,310.8,1721.0,28.4,215.0,302.3,310.8,1723.0,26.3,213.0,302.3,7.000000000010004
4209,M19068,M,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,M01,2025-06-25 08:00:00,302.3,310.9,1710.0,30.4,218.0,302.3,310.8,1721.0,28.4,215.0,302.3,51.39066063011975
4210,M19069,M,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,M01,2025-06-25 09:00:00,302.3,310.9,1627.0,32.3,0.0,302.3,310.9,1710.0,30.4,218.0,302.2666666666667,148.2441679572369
4211,L51390,L,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,M01,2025-06-25 10:00:00,302.2,310.8,1422.0,47.0,3.0,302.3,310.9,1627.0,32.3,0.0,302.2,105.13324878457873
4212,L51391,L,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,M01,2025-06-25 11:00:00,302.1,310.8,1565.0,35.3,6.0,302.2,310.8,1422.0,47.0,3.0,302.1333333333333,125.9060496296086
4213,M19072,M,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,M01,2025-06-25 12:00:00,302.1,310.7,1314.0,52.8,8.0,302.1,310.8,1565.0,35.3,6.0,302.06666666666666,128.46140795325834
4214,L51393,L,302.1,310.7,1465,40.7,13,0,0,0,0,0,0,M01,2025-06-25 13:00:00,302.0,310.6,1392.0,60.5,10.0,302.1,310.7,1314.0,52.8,8.0,302.06666666666666,75.51379564909632
4215,L51394,L,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,M01,2025-06-25 14:00:00,302.1,310.7,1465.0,40.7,13.0,302.0,310.6,1392.0,60.5,10.0,302.0,91.06224977087639
4216,M19075,M,302.0,310.7,2157,17.8,17,0,0,0,0,0,0,M01,2025-06-25 15:00:00,301.9,310.6,1573.0,36.6,15.0,302.1,310.7,1465.0,40.7,13.0,302.0,372.2866279271033
4217,L51396,L,301.9,310.7,1370,50.3,20,0,0,0,0,0,0,M01,2025-06-25 16:00:00,302.0,310.7,2157.0,17.8,17.0,301.9,310.6,1573.0,36.6,15.0,301.93333333333334,408.5816931777538
4218,L51397,L,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,M01,2025-06-25 17:00:00,301.9,310.7,1370.0,50.3,20.0,302.0,310.7,2157.0,17.8,17.0,301.93333333333334,430.28246536432334
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,M01,2025-06-25 18:00:00,301.9,310.6,1462.0,38.8,22.0,301.9,310.7,1370.0,50.3,20.0,301.93333333333334,58.642987645583986
4220,L51399,L,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,M01,2025-06-25 19:00:00,302.0,310.6,1479.0,40.5,24.0,301.9,310.6,1462.0,38.8,22.0,301.93333333333334,142.57045042130378
4221,M19080,M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,M01,2025-06-25 20:00:00,301.9,310.7,1717.0,26.8,27.0,302.0,310.6,1479.0,40.5,24.0,301.93333333333334,228.5658183835313
4222,L51401,L,301.9,310.6,1467,39.3,32,0,0,0,0,0,0,M01,2025-06-25 21:00:00,301.9,310.6,1260.0,65.9,29.0,301.9,310.7,1717.0,26.8,27.0,301.9,228.83691427156901
4223,M19082,M,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,M01,2025-06-25 22:00:00,301.9,310.6,1467.0,39.3,32.0,301.9,310.6,1260.0,65.9,29.0,301.93333333333334,143.23523775012
4224,L51403,L,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,M01,2025-06-25 23:00:00,302.0,310.6,1535.0,38.6,34.0,301.9,310.6,1467.0,39.3,32.0,301.96666666666664,96.27045237247023
4225,L51404,L,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,M01,2025-06-26 00:00:00,302.0,310.7,1657.0,31.9,37.0,302.0,310.6,1535.0,38.6,34.0,302.0,84.78797084492622
4226,L51405,L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,M01,2025-06-26 01:00:00,302.0,310.7,1698.0,28.1,39.0,302.0,310.7,1657.0,31.9,37.0,302.03333333333336,185.02522350569768
4227,L51406,L,302.1,310.8,1596,37.1,43,0,0,0,0,0,0,M01,2025-06-26 02:00:00,302.1,310.7,1359.0,49.3,41.0,302.0,310.7,1698.0,28.1,39.0,302.06666666666666,173.92239648762904
4228,L51407,L,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,M01,2025-06-26 03:00:00,302.1,310.8,1596.0,37.1,43.0,302.1,310.7,1359.0,49.3,41.0,302.1333333333334,130.45688943095354
4229,L51408,L,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,M01,2025-06-26 04:00:00,302.2,310.8,1383.0,46.9,45.0,302.1,310.8,1596.0,37.1,43.0,302.1666666666667,425.48364637590174
4230,M19089,M,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,M01,2025-06-26 05:00:00,302.2,310.8,2203.0,16.6,47.0,302.2,310.8,1383.0,46.9,45.0,302.2,466.37788683998883
4231,L51410,L,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,M01,2025-06-26 06:00:00,302.2,310.8,1408.0,46.8,49.0,302.2,310.8,2203.0,16.6,47.0,302.2,404.794186387766
4232,L51411,L,302.2,310.8,1340,47.8,54,0,0,0,0,0,0,M01,2025-06-26 07:00:00,302.2,310.8,1673.0,32.9,52.0,302.2,310.8,1408.0,46.8,49.0,302.2,175.9441199169026
